64: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
65: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
66: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
67: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
68: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
69: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
70: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
71: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
72: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
73: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
74: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
75: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
76: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
77: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
78: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
79: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
80: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
81: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
82: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
83: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
84: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
85: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
86: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
87: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
88: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
89: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
90: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
91: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
92: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
93: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
94: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
95: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
96: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
97: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
98: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
99: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
100: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
101: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
102: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
103: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
104: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
105: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
106: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
107: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
108: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
109: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
110: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
111: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
112: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
113: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
114: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
115: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
116: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
117: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
118: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
119: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
120: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
121: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
122: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
123: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
124: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
125: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
126: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
127: 0,16,20,49,55,72,75,114,123,140,141,145,150,163,175,181,188,192,199,200,209,217,218,222,224,240,246,247,307,310,312,314
