0: 34,64,78,88,141,150,162,170,175,289,339,408,416,432,463,464,474,498,517,565,613,677,702,719,735,770,806,825,837,889,904,905
1: 9,15,22,35,52,146,153,171,184,211,262,297,308,352,355,384,396,430,451,456,458,538,539,548,575,586,631,654,683,731,766,842
2: 1,31,51,153,209,229,232,234,264,281,301,394,436,459,472,477,496,533,540,637,645,664,895,900,994,999,1013,1,1,1,1,1
3: 8,15,34,35,107,134,147,171,176,189,211,214,276,341,395,451,485,538,548,570,579,631,639,659,692,693,731,747,766,821,842,852
4: 46,110,113,125,140,172,240,269,295,360,363,377,421,437,438,454,462,478,534,571,577,625,686,823,831,840,859,880,938,977,46,46
5: 7,92,111,131,137,156,197,246,268,291,359,361,393,399,403,412,467,482,491,549,680,681,689,698,704,736,740,783,832,833,887,915
6: 0,28,43,124,145,161,173,186,210,217,275,286,287,296,299,318,329,337,350,365,418,423,428,461,501,556,558,595,601,652,679,702
7: 157,231,261,284,298,336,339,371,390,424,497,517,531,565,589,593,653,657,672,707,744,746,754,792,803,822,902,906,918,936,984,1020
8: 4,14,23,41,45,53,61,84,113,172,223,224,240,258,314,326,360,370,419,454,460,462,478,488,514,525,536,569,663,684,685,686
9: 69,182,205,245,417,469,506,551,585,628,710,739,752,807,810,1000,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
10: 0,28,47,145,161,173,210,247,275,286,293,296,299,318,329,350,365,423,428,453,461,501,516,527,556,558,652,673,679,691,774,777
11: 4,45,106,113,140,172,191,223,240,269,360,419,438,447,454,460,478,525,534,536,562,571,625,685,686,711,738,823,831,840,859,880
12: 30,98,100,152,179,227,252,303,311,315,328,357,434,521,523,561,611,621,716,800,802,856,908,946,30,30,30,30,30,30,30,30
13: 13,33,164,185,195,199,247,293,329,330,350,501,507,527,608,652,666,668,673,691,715,768,896,950,1005,13,13,13,13,13,13,13
14: 64,78,82,141,150,170,289,408,432,464,474,541,714,735,778,806,837,889,904,905,907,943,980,1009,64,64,64,64,64,64,64,64
15: 104,111,122,137,197,246,309,335,342,359,367,385,399,410,412,457,470,505,549,550,552,632,641,681,717,740,783,877,953,960,967,990
16: 1,15,31,153,176,189,209,211,232,234,239,301,394,436,451,459,472,477,485,542,548,575,579,595,601,637,654,659,664,890,895,1013
17: 6,48,116,151,165,183,202,213,220,255,256,271,272,277,283,322,351,386,442,455,468,564,567,594,682,788,799,811,879,891,912,914
18: 30,98,100,152,179,227,252,303,311,315,328,357,434,521,523,561,611,621,716,800,802,856,908,946,30,30,30,30,30,30,30,30
19: 80,85,92,131,156,192,208,225,230,235,236,291,294,361,393,422,471,482,491,503,518,610,671,675,689,706,732,753,833,915,919,963
20: 27,43,64,124,150,170,186,210,217,286,287,318,337,365,414,416,418,428,432,461,522,556,613,623,679,702,836,913,939,996,27,27
21: 32,45,46,53,110,113,172,224,269,273,326,360,370,419,421,429,437,438,454,462,478,514,525,569,684,686,709,823,829,884,938,957
22: 89,123,130,144,148,178,194,203,316,381,484,490,512,578,580,643,658,694,705,725,748,749,886,944,89,89,89,89,89,89,89,89
23: 4,14,45,53,61,81,84,113,136,193,224,258,314,348,370,375,419,454,460,478,488,490,493,514,520,525,536,569,685,686,697,720
24: 25,54,59,129,142,188,346,389,392,398,446,448,502,537,712,742,873,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25: 80,85,109,192,225,230,236,393,422,441,471,503,518,607,610,671,674,675,689,706,732,753,789,824,919,930,931,963,979,80,80,80
26: 51,55,101,209,229,264,265,281,301,477,506,533,540,555,615,637,645,733,818,895,898,900,51,51,51,51,51,51,51,51,51,51
27: 81,84,89,123,130,136,144,148,178,194,203,314,316,381,413,484,490,512,578,580,643,658,694,705,725,748,749,809,857,944,81,81
28: 44,71,128,167,177,207,347,382,405,406,554,572,722,727,760,797,847,881,882,955,44,44,44,44,44,44,44,44,44,44,44,44
29: 3,10,16,21,35,57,67,75,90,134,139,168,200,228,282,304,309,317,352,412,456,581,638,639,676,692,717,731,743,780,794,821
30: 9,22,35,52,121,146,184,222,262,297,308,317,355,384,396,430,456,538,539,581,590,627,631,634,644,683,731,766,771,812,828,838
31: 0,13,26,33,161,173,185,195,210,247,293,299,329,330,350,365,423,425,428,501,507,516,527,558,608,652,666,668,673,691,715,768
32: 32,133,190,193,196,204,221,249,348,370,493,514,560,684,697,700,709,761,829,861,897,949,987,991,1010,32,32,32,32,32,32,32
33: 30,66,98,114,152,179,227,252,274,303,311,315,328,357,434,521,523,544,611,621,716,800,856,908,946,30,30,30,30,30,30,30
34: 28,34,43,77,88,99,118,150,170,238,239,289,383,414,461,498,592,597,677,701,702,735,778,793,849,868,889,965,1003,28,28,28
35: 63,97,120,164,195,290,358,369,402,452,473,481,516,559,563,573,603,666,669,757,758,759,804,896,941,954,985,998,63,63,63,63
36: 80,85,109,192,225,230,236,393,422,441,471,503,518,607,610,671,674,675,689,706,732,753,789,824,919,930,931,963,979,80,80,80
37: 1,15,31,36,107,147,153,171,176,186,189,211,232,234,244,276,341,395,436,451,472,485,538,542,548,579,595,601,631,654,659,664
38: 0,26,28,43,77,161,173,210,217,238,247,275,286,287,299,318,329,350,365,414,418,423,425,428,461,501,527,556,558,652,673,679
39: 4,14,23,45,53,61,84,113,136,193,224,258,314,326,348,360,370,419,454,460,462,478,488,514,525,536,569,663,684,685,686,709
40: 4,14,23,41,45,53,61,84,113,172,223,224,240,258,314,326,360,370,419,454,460,462,478,488,514,525,536,569,663,684,685,686
41: 24,66,98,112,114,115,227,252,274,303,315,407,434,521,544,611,619,621,716,817,885,893,24,24,24,24,24,24,24,24,24,24
42: 7,42,80,92,131,156,192,197,225,230,235,268,291,307,361,393,422,471,482,491,610,671,675,681,689,698,706,736,753,832,833,862
43: 54,389,398,448,475,499,584,712,927,964,982,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
44: 18,86,159,163,187,231,259,261,298,302,320,336,339,354,379,424,439,463,483,486,642,657,672,678,696,699,754,819,855,906,925,935
45: 108,122,155,306,332,376,385,410,505,550,566,605,622,632,635,708,755,760,808,843,846,867,883,917,108,108,108,108,108,108,108,108
46: 27,43,64,124,150,170,186,210,217,286,287,318,337,365,414,416,418,428,432,461,522,556,613,623,679,702,836,913,939,996,27,27
47: 51,55,101,209,229,264,265,281,301,477,506,533,540,555,615,637,645,733,818,895,898,900,51,51,51,51,51,51,51,51,51,51
48: 12,108,129,155,376,389,443,475,487,513,566,583,584,605,635,850,867,881,883,909,917,927,928,964,12,12,12,12,12,12,12,12
49: 6,102,109,116,151,165,183,213,220,255,256,271,272,277,320,388,404,441,442,455,489,564,567,594,600,617,633,642,665,674,682,729
50: 8,36,93,95,147,186,189,201,214,215,244,276,331,334,341,486,570,579,614,623,687,693,743,747,852,911,924,966,978,8,8,8
51: 30,60,74,89,98,100,179,206,227,311,328,357,373,523,524,561,629,695,716,772,800,802,856,874,886,908,959,972,30,30,30,30
52: 0,19,26,77,99,135,180,218,238,251,289,329,387,414,425,461,592,597,609,701,714,777,778,827,845,849,868,889,907,943,950,958
53: 67,90,111,200,246,292,309,310,317,342,367,372,385,399,410,457,470,505,549,550,552,581,622,627,632,634,651,676,681,717,755,775
54: 2,105,119,219,233,242,300,378,433,466,480,494,519,526,528,606,656,713,721,751,767,844,858,866,871,926,932,970,2,2,2,2
55: 3,42,57,90,92,131,156,192,230,268,307,361,393,412,500,582,638,676,681,689,706,717,736,794,795,851,862,869,870,915,919,929
56: 28,36,43,95,124,145,170,186,210,217,244,286,287,318,337,344,365,416,418,428,461,522,556,558,601,613,623,679,702,836,854,913
57: 8,21,35,52,75,134,139,147,189,211,214,276,282,308,317,331,341,352,395,451,456,548,614,631,639,692,731,743,747,766,780,821
58: 3,16,75,96,168,201,215,228,282,304,323,364,366,500,529,547,624,638,639,763,794,872,899,924,925,3,3,3,3,3,3,3
59: 32,72,91,103,174,204,235,241,249,285,294,312,324,338,349,362,409,429,445,449,511,576,610,667,700,724,730,773,779,791,798,805
60: 25,54,58,59,73,108,129,142,188,346,389,392,398,446,448,502,530,537,661,712,742,771,873,937,1007,1016,25,25,25,25,25,25
61: 25,54,59,129,142,188,346,389,392,398,446,448,502,537,712,742,873,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
62: 94,126,138,149,253,254,260,321,327,427,440,509,588,591,612,640,655,756,784,813,830,1015,94,94,94,94,94,94,94,94,94,94
63: 8,15,31,36,147,171,176,186,189,211,214,244,276,308,331,341,352,395,436,451,485,538,542,548,579,631,654,664,693,731,747,766
64: 8,16,96,162,175,201,228,323,331,366,486,529,570,614,639,693,719,770,872,899,911,8,8,8,8,8,8,8,8,8,8,8
65: 7,37,72,91,92,103,197,208,225,235,241,268,285,291,361,393,422,449,467,482,491,511,610,648,680,698,704,753,798,805,814,832
66: 63,97,120,164,195,199,216,290,369,402,452,473,507,516,559,563,573,603,666,669,758,759,896,941,954,985,998,63,63,63,63,63
67: 3,10,42,57,67,90,111,131,156,197,200,246,268,304,307,309,399,412,457,500,549,638,676,681,706,717,736,851,862,869,870,877
68: 13,33,97,164,185,195,199,247,293,330,501,507,527,563,573,608,666,673,691,715,758,768,896,1005,13,13,13,13,13,13,13,13
69: 0,13,26,33,180,185,247,293,329,330,350,501,507,527,608,652,668,673,715,768,950,1005,0,0,0,0,0,0,0,0,0,0
70: 47,63,97,120,181,195,290,358,369,402,452,473,481,516,559,563,573,603,666,669,757,758,759,804,820,941,954,998,47,47,47,47
71: 32,62,91,133,174,193,241,249,294,324,326,349,362,400,409,429,445,607,610,667,700,709,724,730,773,779,791,798,805,814,829,949
72: 66,98,112,114,158,252,274,315,357,407,434,521,532,544,611,619,621,716,769,817,893,946,66,66,66,66,66,66,66,66,66,66
73: 28,36,43,124,145,186,210,217,239,244,286,287,318,337,365,418,522,542,556,579,595,601,613,623,679,702,836,890,892,913,939,996
74: 25,58,59,73,108,142,188,346,392,446,448,530,537,661,712,742,771,873,937,1007,1016,25,25,25,25,25,25,25,25,25,25,25
75: 0,13,26,33,161,173,185,195,210,247,293,299,329,330,350,365,423,425,428,501,507,516,527,558,608,652,666,668,673,691,715,768
76: 0,13,26,33,161,173,185,195,210,247,293,299,329,330,350,365,423,425,428,501,507,516,527,558,608,652,666,668,673,691,715,768
77: 100,102,109,152,226,236,248,257,311,397,404,415,441,489,518,611,621,633,665,695,729,790,800,801,802,815,817,853,930,988,100,100
78: 18,96,157,187,231,261,272,284,298,336,366,371,388,390,424,497,531,547,589,593,624,642,657,672,707,744,746,754,765,792,803,822
79: 47,63,97,120,181,195,290,358,369,402,452,473,481,516,559,563,573,603,666,669,757,758,759,804,820,941,954,998,47,47,47,47
80: 1,31,51,153,209,229,232,234,264,281,301,394,436,459,472,477,496,533,540,637,645,664,895,900,994,999,1013,1,1,1,1,1
81: 3,10,42,57,67,75,90,111,131,139,156,168,200,304,307,309,367,412,457,549,638,676,681,706,717,736,780,795,851,869,870,877
82: 63,87,97,120,290,344,369,402,411,452,473,481,559,563,603,655,669,756,757,758,759,784,804,816,820,954,998,63,63,63,63,63
83: 17,18,86,102,159,163,187,259,320,354,379,397,404,439,489,492,564,642,657,674,678,696,699,726,754,765,819,855,864,17,17,17
84: 60,74,89,123,130,148,178,206,314,316,328,373,413,484,524,561,578,658,694,748,772,856,857,874,886,959,972,60,60,60,60,60
85: 44,71,128,167,177,207,267,382,405,406,554,572,722,727,785,797,847,882,986,1023,44,44,44,44,44,44,44,44,44,44,44,44
86: 44,71,128,167,177,207,267,382,405,406,554,572,722,727,785,797,847,882,986,1023,44,44,44,44,44,44,44,44,44,44,44,44
87: 27,36,43,64,78,93,95,150,162,170,217,287,298,302,334,337,339,416,432,463,483,498,522,613,623,702,735,770,806,825,836,837
88: 39,48,50,56,117,125,283,322,351,377,391,535,557,574,598,616,626,646,799,878,891,914,992,993,1001,39,39,39,39,39,39,39
89: 54,59,108,129,188,389,398,443,446,448,475,499,537,566,584,712,742,909,917,927,964,982,54,54,54,54,54,54,54,54,54,54
90: 30,66,98,114,152,179,227,252,274,303,311,315,328,357,434,521,523,544,611,621,716,800,856,908,946,30,30,30,30,30,30,30
91: 46,50,56,110,117,125,140,172,237,266,295,360,363,377,391,421,438,534,535,557,571,574,577,598,616,625,626,646,650,738,823,831
92: 11,14,61,81,136,148,258,314,348,353,375,413,488,493,520,578,658,694,697,728,748,761,762,857,897,910,981,11,11,11,11,11
93: 7,37,72,92,131,156,197,225,235,246,268,285,291,359,361,393,467,482,491,680,689,698,704,736,740,832,833,887,915,953,962,997
94: 18,96,157,163,175,187,231,261,284,298,336,339,366,379,390,424,463,483,497,517,529,589,593,624,642,657,672,699,744,754,765,792
95: 1,15,31,153,171,176,184,209,211,232,234,262,301,384,430,435,436,451,458,472,533,538,539,548,575,586,631,637,654,664,683,766
96: 72,91,103,174,208,225,235,241,249,285,291,294,324,338,349,362,400,409,445,449,471,482,511,607,610,667,675,724,730,753,773,779
97: 46,56,65,110,237,255,266,283,295,319,322,363,374,377,386,421,437,535,557,574,598,616,626,650,690,878,884,888,891,914,938,957
98: 19,77,78,88,99,150,170,238,251,289,383,408,414,464,474,498,541,592,597,677,701,702,714,735,778,868,889,907,943,980,19,19
99: 66,98,112,114,152,179,227,252,274,303,311,315,357,407,434,521,523,544,611,619,621,716,769,800,817,885,946,66,66,66,66,66
100: 7,37,72,92,103,131,156,197,225,235,268,285,291,359,361,393,422,449,467,482,491,610,648,680,689,698,704,706,740,753,805,832
101: 9,22,52,121,146,184,222,292,297,308,317,352,355,372,384,396,430,456,530,581,590,627,631,634,661,771,775,812,828,838,860,876
102: 44,71,128,167,177,207,347,382,401,405,487,554,572,599,722,727,797,881,882,955,969,44,44,44,44,44,44,44,44,44,44,44
103: 104,122,155,166,292,306,332,335,342,367,376,385,399,410,457,470,505,550,552,622,632,635,641,651,708,755,783,808,843,846,883,917
104: 102,109,116,152,183,226,236,257,259,271,320,354,397,404,415,441,455,489,503,518,564,633,642,665,674,696,726,729,732,765,789,801
105: 78,96,141,162,175,201,261,284,298,336,339,366,390,432,463,497,517,565,589,593,672,719,770,792,806,822,825,837,899,904,906,1002
106: 27,36,93,95,138,217,244,302,331,334,337,341,416,463,483,486,522,613,614,623,647,687,741,836,854,865,913,935,966,978,27,27
107: 25,58,59,69,142,188,270,305,346,392,446,448,469,479,502,504,585,710,742,873,937,1007,25,25,25,25,25,25,25,25,25,25
108: 32,62,133,174,241,249,273,319,324,349,362,409,429,437,445,462,684,709,724,773,779,791,957,32,32,32,32,32,32,32,32,32
109: 46,56,110,117,125,237,266,283,295,322,363,377,386,391,421,535,557,571,574,598,616,626,646,650,831,878,880,884,891,914,938,977
110: 9,22,52,121,146,184,222,292,297,308,317,352,355,372,384,396,430,456,530,581,590,627,631,634,661,771,775,812,828,838,860,876
111: 28,47,145,161,173,210,275,286,296,299,318,350,394,423,428,453,558,595,652,691,774,777,781,848,849,892,920,921,951,961,994,28
112: 32,62,133,174,193,221,224,249,273,294,319,324,326,349,362,370,400,409,429,437,445,462,514,569,667,684,700,709,724,773,779,791
113: 151,198,202,213,220,351,468,531,594,746,799,912,984,1008,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
114: 7,72,91,92,131,156,197,225,235,268,285,291,361,393,422,449,467,471,482,491,610,671,675,689,698,704,706,740,753,805,832,833
115: 47,97,161,173,195,210,247,275,286,293,296,299,318,329,344,350,365,402,418,423,428,452,453,481,501,507,516,556,558,652,666,673
116: 29,70,132,160,174,190,196,204,221,249,526,560,596,667,700,723,730,779,787,861,926,949,975,991,1010,1017,29,29,29,29,29,29
117: 18,20,27,93,95,138,159,163,298,302,334,339,416,463,483,486,522,623,647,672,678,687,699,741,855,865,935,966,978,1002,18,18
118: 8,15,107,153,171,176,184,189,211,234,276,384,395,430,436,451,485,538,539,548,575,631,654,659,664,693,731,766,821,842,947,1013
119: 9,55,143,169,262,368,435,458,465,533,539,568,575,586,644,662,683,764,828,876,952,1014,9,9,9,9,9,9,9,9,9,9
