0: 19,122,132,236,279,286,323,438,498,556,656,812,829,962,995,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1: 20,54,109,137,158,180,181,223,245,325,348,380,443,465,493,510,514,527,551,574,582,584,614,638,642,658,661,665,684,705,752,753
2: 31,42,58,85,106,108,154,161,170,206,226,252,266,296,298,312,320,327,333,336,396,401,432,446,447,459,486,496,518,529,539,547
3: 19,89,98,162,203,247,259,279,285,388,514,522,580,587,617,654,660,673,708,758,811,869,919,942,951,973,987,19,19,19,19,19
4: 21,42,58,60,85,106,108,119,154,161,170,206,219,226,266,298,312,320,327,333,336,396,401,432,446,447,448,459,518,529,547,549
5: 23,94,98,109,116,130,138,158,184,259,279,303,321,326,343,348,367,368,381,392,415,430,436,490,516,522,532,535,587,617,654,660
6: 3,43,77,97,111,128,176,208,210,218,233,239,293,309,319,322,342,379,395,444,458,462,463,464,477,492,519,570,596,672,731,788
7: 20,23,54,89,94,109,116,138,158,249,259,321,326,339,343,348,367,368,383,392,415,430,436,465,490,510,514,527,535,587,590,613
8: 2,38,41,56,81,86,113,127,152,187,224,263,269,299,313,329,339,456,561,579,619,741,742,781,800,843,860,861,867,896,938,960
9: 35,59,83,141,150,167,175,264,283,308,318,357,452,533,540,543,634,702,738,740,748,763,783,796,853,898,912,1020,35,35,35,35
10: 15,59,63,67,136,152,222,228,255,264,324,337,352,357,360,397,420,566,579,607,624,635,674,685,691,786,796,813,853,904,15,15
11: 1,45,174,197,212,216,220,260,268,278,300,310,353,359,384,404,427,434,489,491,525,555,567,581,610,647,652,671,701,714,721,729
12: 12,16,32,88,105,110,114,117,131,133,134,135,140,159,251,256,302,315,317,365,366,424,433,442,470,487,494,521,524,530,564,592
13: 23,30,75,79,94,98,104,130,184,185,194,203,231,285,292,303,338,355,381,411,415,476,478,483,571,625,654,673,746,777,779,798
14: 8,42,58,85,106,108,161,170,180,186,206,221,226,266,298,312,320,327,328,333,371,401,432,435,441,446,448,450,459,469,475,485
15: 6,22,47,48,70,118,155,156,157,164,172,209,211,230,232,237,240,243,281,301,306,328,340,341,362,374,399,468,471,503,544,548
16: 46,50,60,62,66,70,88,105,110,112,117,154,214,225,261,291,317,349,350,356,365,399,414,468,471,481,487,541,564,576,595,598
17: 6,22,48,103,126,155,156,157,164,172,209,211,237,240,243,281,301,306,340,362,374,454,457,480,565,612,646,664,704,794,866,907
18: 11,14,17,27,28,76,123,160,192,242,290,304,410,413,479,537,559,620,623,630,657,744,806,834,839,888,965,980,1004,1009,11,11
19: 53,165,173,196,267,278,300,347,489,504,526,581,626,631,681,687,695,736,739,754,879,889,979,1003,53,53,53,53,53,53,53,53
