0: 28,40,78,109,151,165,218,283,304,306,312,316,332,412,511,570,574,597,639,655,668,710,761,777,821,828,836,891,910,950,984,989
1: 27,120,122,193,200,215,239,299,417,586,612,643,656,659,673,721,772,781,785,792,870,909,929,941,973,1017,27,27,27,27,27,27
2: 48,53,54,55,77,100,112,114,140,141,177,234,249,251,271,290,348,416,435,451,456,491,500,550,559,619,660,799,850,855,881,988
3: 42,48,54,55,77,88,100,140,141,249,271,348,359,437,550,722,799,881,898,987,988,42,42,42,42,42,42,42,42,42,42,42
4: 7,22,45,115,119,146,208,219,230,321,326,349,408,420,434,438,447,453,535,565,626,631,681,769,817,845,864,875,913,933,940,7
5: 17,86,89,105,136,143,172,206,264,282,287,318,332,385,493,540,553,569,570,574,575,600,609,682,689,761,790,821,854,873,883,904
6: 21,27,29,37,167,205,236,324,351,371,396,410,474,551,558,589,611,684,705,833,842,916,917,1007,1017,21,21,21,21,21,21,21
7: 15,25,79,80,89,98,105,113,136,143,172,178,256,264,281,282,302,303,457,493,502,540,553,555,569,572,575,583,601,627,651,682
8: 3,12,18,31,49,61,155,166,240,245,267,311,360,380,397,401,471,497,547,647,700,732,809,895,924,992,995,998,3,3,3,3
9: 0,6,13,82,110,156,235,262,269,287,304,332,342,412,440,454,519,546,557,568,600,602,613,636,655,689,698,780,935,947,962,997
10: 0,13,82,110,156,163,169,189,255,262,269,332,342,365,446,546,557,568,600,602,613,624,636,689,780,830,848,874,912,921,935,947
11: 63,124,131,138,157,214,226,358,387,400,404,419,508,509,514,548,573,742,840,847,851,858,945,953,986,1005,63,63,63,63,63,63
12: 46,69,99,108,137,179,211,237,248,257,322,329,335,346,468,486,510,524,552,591,599,638,662,674,687,696,707,729,737,767,770,808
13: 27,29,37,122,142,158,188,193,200,202,205,215,276,324,369,374,396,474,477,537,551,586,589,603,611,641,643,656,680,741,763,772
14: 43,84,101,103,160,176,216,254,285,301,308,310,315,320,347,365,398,436,446,455,504,534,616,618,622,626,711,728,735,748,764,788
15: 31,49,50,61,73,80,92,98,113,155,166,174,221,228,231,233,245,256,267,277,303,311,350,367,397,401,464,483,502,555,569,572
16: 8,114,153,177,187,203,234,251,274,290,375,418,442,451,456,459,478,481,498,500,517,549,559,619,633,691,695,703,727,734,800,831
17: 2,34,58,59,64,90,106,134,194,195,247,309,354,405,429,584,645,726,733,739,766,775,776,796,815,816,826,885,892,931,946,956
18: 26,60,117,128,201,244,325,334,388,406,411,415,444,452,470,472,480,503,536,538,543,544,563,670,677,686,697,738,774,793,802,835
19: 17,82,87,105,123,147,206,209,232,235,286,314,318,454,493,527,575,600,606,609,620,627,667,682,689,702,755,780,873,959,990,17
20: 22,130,131,198,219,254,278,285,308,326,387,403,408,420,434,438,447,475,496,504,534,535,556,560,565,626,681,764,769,817,845,852
21: 34,106,134,238,275,309,425,433,506,530,645,731,760,765,776,795,796,797,853,885,980,993,1009,1018,34,34,34,34,34,34,34,34
22: 4,9,38,39,44,68,119,135,192,220,246,252,289,364,373,381,383,453,469,486,510,524,533,552,610,638,669,696,707,730,770,783
23: 15,24,107,150,178,302,521,523,566,572,715,717,814,823,906,928,970,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24: 3,12,18,49,183,186,240,360,380,497,547,561,571,647,661,700,723,732,825,827,894,895,924,992,3,3,3,3,3,3,3,3
25: 7,22,45,115,119,146,208,219,230,321,326,349,408,420,434,438,447,453,535,565,626,631,681,769,817,845,864,875,913,933,940,7
26: 4,9,38,44,119,135,220,252,289,364,373,383,453,469,510,524,552,610,696,718,730,783,786,886,925,934,963,965,978,1008,1014,4
27: 69,137,211,252,322,355,510,524,552,591,696,701,707,729,767,770,978,979,1014,69,69,69,69,69,69,69,69,69,69,69,69,69
28: 17,82,87,105,123,147,206,209,232,235,286,314,318,454,493,527,575,600,606,609,620,627,667,682,689,702,755,780,873,959,990,17
29: 6,13,40,82,110,163,262,269,287,304,305,332,342,385,412,454,519,546,568,570,600,602,613,636,639,655,689,698,780,821,848,873
30: 35,119,176,219,301,310,320,398,420,453,504,533,535,599,616,626,696,707,711,730,735,764,770,789,808,863,875,915,963,965,979,35
31: 63,66,124,130,131,138,144,157,214,226,265,278,358,376,387,400,438,447,475,496,508,509,514,516,560,607,742,817,840,847,851,852
32: 20,43,101,127,160,176,190,216,261,298,315,347,395,436,455,562,582,618,622,724,728,748,822,876,911,930,972,1016,20,20,20,20
33: 5,8,19,70,104,175,259,338,343,353,443,459,478,492,498,513,518,526,549,590,614,630,648,695,703,714,727,734,784,800,801,841
34: 66,124,130,144,157,196,204,212,214,265,358,376,505,516,580,596,607,608,778,844,847,851,1005,66,66,66,66,66,66,66,66,66
35: 63,124,130,131,138,198,214,226,278,326,358,387,400,438,447,475,496,509,514,528,548,556,560,607,742,840,847,851,852,858,903,953
36: 20,101,103,127,160,176,243,254,261,298,308,330,347,403,436,455,528,534,548,556,585,618,622,724,748,754,915,1016,20,20,20,20
37: 103,160,198,254,278,285,308,326,387,403,420,447,455,475,496,504,509,534,535,548,556,560,585,626,711,764,769,845,875,915,103,103
38: 60,72,111,201,258,325,334,406,411,444,452,465,472,480,503,538,641,680,686,708,738,793,798,804,862,900,902,932,943,974,1015,60
39: 27,29,37,122,142,158,193,200,202,205,215,324,351,369,374,396,417,474,477,537,551,586,589,603,643,656,763,772,792,833,870,909
