0: 0,5,7,14,60,61,85,92,98,102,104,105,109,113,126,135,136,152,157,158,168,192,196,207,211,213,219,235,236,237,264,277
1: 15,27,51,55,66,67,78,96,100,110,114,127,134,144,155,161,167,171,180,181,183,202,254,266,275,276,279,282,287,299,303,316
2: 15,27,28,47,66,67,96,100,114,115,134,147,167,170,180,183,185,202,215,231,247,254,263,269,275,299,312,318,333,334,347,362
3: 15,28,35,47,63,66,67,89,96,100,110,146,147,153,170,180,183,185,202,208,209,231,238,247,274,279,298,308,313,318,333,334
4: 11,29,33,43,76,87,88,91,99,148,156,182,199,222,225,234,239,241,295,338,345,373,384,385,398,399,429,435,439,441,445,497
5: 7,9,21,36,38,58,61,65,68,79,80,85,101,104,105,111,112,118,128,129,130,131,132,137,138,143,152,162,164,165,175,190
6: 0,5,60,102,113,126,157,158,192,207,211,213,235,264,284,289,291,297,315,325,346,354,360,363,371,382,396,403,434,444,450,458
7: 6,23,24,28,30,59,97,150,153,170,176,205,208,214,218,230,231,249,251,274,280,293,298,308,320,330,333,347,358,368,387,418
8: 9,36,38,58,61,65,79,80,101,105,111,112,116,118,128,129,130,131,132,133,137,138,143,152,159,162,164,165,175,190,191,195
9: 4,10,17,19,22,53,64,86,94,140,151,154,160,186,198,216,217,224,242,243,252,255,257,261,281,309,314,348,366,394,408,420
10: 1,14,16,38,58,68,118,131,135,137,152,165,166,175,195,196,221,228,232,244,248,278,285,304,305,319,321,336,341,343,367,374
11: 15,24,28,47,59,63,67,96,100,115,146,147,153,170,180,183,185,202,208,231,247,269,274,279,293,298,308,318,333,334,339,347
12: 1,80,108,116,130,131,132,133,137,138,149,159,178,228,244,245,262,278,302,319,322,331,336,342,374,375,397,407,413,414,424,447
13: 2,28,35,63,66,67,89,96,110,146,147,153,183,185,208,209,231,238,247,274,279,313,333,334,339,347,416,418,440,443,463,472
14: 11,12,25,29,31,33,43,45,46,50,71,74,76,87,88,91,107,120,141,156,173,174,182,193,199,204,222,225,226,234,241,260
15: 23,28,59,63,67,75,89,96,146,147,153,170,185,208,209,231,238,247,274,279,280,298,308,313,333,334,339,344,347,368,416,418
16: 18,20,34,44,70,81,103,106,125,139,187,188,194,206,210,246,259,311,323,344,353,356,359,393,409,437,465,489,496,540,587,595
17: 9,36,37,48,52,65,77,79,80,84,101,111,112,116,117,128,129,130,132,138,142,143,159,163,164,184,190,191,198,220,223,250
18: 17,18,20,44,49,53,57,70,75,81,103,106,139,160,179,186,187,188,194,259,265,311,313,314,323,344,359,400,409,432,465,489
19: 2,3,19,35,42,64,78,86,89,90,93,94,95,121,140,144,154,169,177,186,200,209,216,224,229,238,242,265,270,272,273,301
20: 1,16,38,58,68,108,118,131,137,166,178,221,228,232,244,248,278,285,304,305,319,321,331,336,374,375,376,397,423,460,468,501
21: 9,36,37,48,52,65,77,79,80,84,101,111,112,116,117,128,129,130,132,138,142,143,159,163,164,184,190,191,198,220,223,250
22: 18,20,32,44,49,57,70,75,81,103,106,139,145,179,187,188,194,203,206,208,246,259,300,311,313,323,344,353,359,387,393,400
23: 37,41,48,52,80,84,116,130,133,142,149,159,190,191,198,255,262,268,286,294,302,306,309,310,317,322,329,342,366,405,407,413
24: 0,5,60,102,113,126,157,158,192,207,211,213,235,237,284,289,291,315,325,346,354,360,363,371,382,396,403,434,444,458,469,473
25: 15,24,28,47,66,96,100,115,134,147,153,167,170,180,183,185,202,215,231,233,247,254,263,269,274,299,312,318,333,334,347,362
26: 2,35,42,63,64,78,86,89,90,93,95,110,121,144,146,154,169,171,177,186,200,209,216,224,229,238,242,265,270,272,273,279
27: 12,33,43,56,87,88,92,98,99,119,120,136,141,148,156,157,182,225,226,234,236,239,241,264,277,295,296,297,315,325,327,338
28: 3,4,9,31,37,45,48,77,79,86,95,107,112,117,121,129,142,163,173,177,184,190,191,193,204,220,227,250,258,260,261,267
29: 7,14,16,38,58,61,68,85,105,109,118,126,128,135,152,165,166,168,175,195,196,221,235,237,248,277,285,291,305,341,343,346
30: 3,4,9,10,19,31,37,48,77,79,84,86,107,112,117,129,142,163,177,184,190,191,198,220,227,250,258,261,267,268,271,292
31: 23,24,28,47,59,63,67,96,115,147,153,170,176,185,202,208,218,231,247,251,269,274,280,293,298,308,318,333,334,339,347,368
32: 4,10,19,22,37,41,48,52,53,64,77,86,94,140,142,151,154,198,216,217,224,227,242,243,252,255,257,258,261,281,286,309
33: 3,9,12,21,25,31,45,46,50,71,74,76,79,95,107,112,120,129,141,156,163,173,174,182,184,193,199,200,204,250,260,267
34: 2,17,44,49,53,57,64,70,90,93,94,106,139,140,151,160,179,186,216,217,224,242,252,257,265,281,313,314,323,400,408,420
35: 15,25,27,42,50,51,55,66,71,78,110,114,127,144,155,161,171,174,181,183,200,229,254,266,275,276,282,287,299,303,316,337
36: 0,5,7,14,60,85,98,102,105,109,113,126,135,152,158,168,192,196,207,211,213,235,236,237,277,284,289,291,315,325,341,343
37: 1,14,16,38,58,68,118,131,137,166,196,221,228,232,244,248,285,304,305,319,321,336,341,367,374,376,397,423,468,501,507,518
38: 7,9,12,21,31,36,61,79,85,92,98,101,104,105,109,111,112,118,119,120,128,135,136,141,143,152,162,165,168,173,175,195
39: 6,24,26,28,54,59,97,115,153,170,172,176,205,218,231,233,251,269,293,298,308,318,334,347,368,388,422,428,452,453,478,480
40: 1,36,38,58,65,68,80,101,108,111,118,128,130,131,132,133,137,138,143,149,164,165,175,178,190,195,221,223,228,232,244,245
41: 0,7,14,16,38,58,61,68,85,104,105,109,113,118,126,128,135,152,165,166,168,175,195,196,207,211,219,235,237,248,277,285
42: 25,35,42,50,51,66,71,74,78,95,107,110,114,144,155,161,169,171,174,181,200,204,229,266,270,272,273,275,279,287,290,301
