0: 14,33,43,67,83,143,154,192,197,208,242,306,317,401,419,442,451,453,534,595,604,623,624,683,813,835,906,911,916,1015,14,14
1: 43,67,83,143,154,192,197,208,242,306,317,401,419,442,451,453,534,595,604,623,624,683,697,813,906,911,1015,43,43,43,43,43
2: 27,64,93,116,120,134,139,178,215,225,266,273,297,301,326,379,423,466,496,503,537,560,562,664,667,673,684,771,807,865,909,951
3: 30,94,104,111,163,177,220,252,257,275,291,320,330,343,374,440,546,566,570,575,601,611,670,703,730,754,766,834,839,877,898,910
4: 16,53,56,112,185,193,200,238,294,335,381,404,407,441,457,528,532,536,542,550,573,607,608,618,651,691,729,746,752,758,858,901
5: 53,82,91,99,105,155,183,249,264,335,368,396,404,429,487,565,574,599,619,651,679,741,746,752,756,782,794,819,828,838,875,890
6: 40,70,82,91,96,100,105,162,169,195,203,312,368,376,386,388,416,444,456,467,483,488,490,545,558,565,567,636,638,704,714,736
7: 109,131,148,184,187,191,259,311,318,342,348,434,469,476,492,520,548,610,705,708,710,739,740,750,755,784,801,846,847,857,912,971
8: 44,60,81,125,130,136,165,187,201,212,261,276,292,309,313,329,352,355,395,450,504,508,572,582,587,592,616,666,668,696,747,780
9: 94,104,111,141,163,196,254,257,275,300,307,343,437,454,524,575,603,657,730,738,754,766,809,877,898,935,938,950,993,1007,94,94
10: 34,66,69,89,92,106,144,157,170,217,233,241,253,265,316,373,377,397,402,439,448,462,463,518,585,615,630,639,659,728,793,833
11: 19,43,67,79,83,143,154,192,197,234,242,281,317,401,419,442,451,455,507,534,547,563,571,595,623,624,626,632,683,697,820,835
12: 4,35,36,57,61,72,77,118,122,128,167,205,230,290,291,354,413,477,485,540,584,629,631,664,785,955,958,977,989,996,997,1019
13: 14,19,33,43,67,83,143,154,192,197,208,262,306,317,401,419,425,442,451,453,505,534,595,604,624,632,645,683,813,820,835,906
14: 6,16,23,56,112,121,193,204,238,243,258,277,288,298,344,346,430,433,435,528,532,655,663,678,693,758,772,827,850,851,858,913
15: 1,15,50,55,117,142,159,173,223,235,314,331,332,356,357,366,459,461,502,517,520,652,692,694,706,710,739,762,843,883,960,963
16: 4,94,104,163,177,220,252,257,275,291,320,330,343,374,540,546,566,575,601,611,658,670,703,754,766,785,834,839,898,910,935,977
17: 18,20,140,166,186,210,218,221,224,226,247,260,325,327,349,371,390,533,554,564,579,649,711,733,770,790,826,862,876,881,886,953
18: 13,40,70,91,96,100,122,162,169,195,203,255,312,376,386,388,416,444,456,467,483,486,488,545,558,565,567,638,704,714,744,765
19: 44,47,60,81,130,136,165,212,261,276,279,292,295,303,309,329,359,538,572,582,587,620,666,696,767,817,848,864,888,897,942,948
20: 10,16,38,231,238,268,293,302,407,418,424,426,509,521,528,536,573,607,608,618,633,641,644,691,729,731,758,799,901,924,940,945
21: 39,43,79,115,127,143,192,211,229,234,327,401,410,442,451,455,495,507,533,534,547,557,563,571,583,623,632,683,697,881,896,937
22: 1,15,50,55,117,142,159,173,223,235,314,331,332,356,357,366,459,461,502,517,520,652,692,694,706,710,739,762,843,883,960,963
23: 39,43,79,115,124,127,211,224,229,234,327,410,455,495,507,533,534,547,563,571,583,683,697,711,881,896,937,953,990,1012,39,39
24: 5,24,59,62,65,114,135,172,213,237,296,338,341,369,384,501,519,526,576,614,647,674,690,699,713,837,845,902,915,921,970,992
25: 1,15,50,55,117,159,173,223,235,258,314,331,332,356,357,366,459,461,502,513,517,652,692,694,706,710,715,762,832,843,946,960
26: 43,48,54,115,124,127,211,229,327,410,455,495,507,533,534,547,557,563,571,583,623,665,683,697,711,881,896,937,953,990,43,43
27: 11,25,89,106,157,217,228,253,265,271,274,315,316,373,377,397,398,400,415,417,439,448,482,489,518,615,630,637,659,672,833,879
28: 13,40,70,91,96,100,122,162,169,195,203,255,312,376,386,388,416,444,456,467,483,486,488,545,558,565,567,638,704,714,744,765
29: 7,8,55,109,117,142,148,191,206,311,358,434,459,510,520,548,610,688,700,705,706,709,710,739,762,768,784,846,883,963,7,7
30: 11,89,103,157,181,222,244,253,265,271,315,316,360,373,398,417,439,448,612,615,625,630,646,672,680,728,833,852,855,917,925,947
31: 11,25,74,89,103,119,228,251,265,271,272,274,315,345,373,377,397,398,400,415,417,439,448,482,489,518,580,615,630,637,672,833
32: 10,38,93,123,153,231,268,284,293,302,370,407,418,424,426,464,509,521,573,607,608,618,633,641,644,654,667,691,731,799,804,806
33: 3,26,31,179,182,194,285,289,328,349,361,385,403,409,462,468,561,581,598,606,675,685,742,826,862,891,908,943,961,988,3,3
34: 11,103,152,207,222,228,232,236,244,271,315,360,417,491,523,577,580,617,625,672,759,805,852,855,885,917,930,931,1003,11,11,11
35: 22,71,85,114,120,142,151,190,214,246,270,314,405,428,458,461,497,499,503,506,555,602,673,674,701,720,737,777,789,795,869,872
36: 2,3,76,145,194,239,289,308,362,363,383,385,436,468,484,561,589,590,598,606,612,646,680,719,742,774,831,908,925,943,954,978
37: 60,125,130,136,165,184,187,191,227,261,292,313,352,355,366,395,450,476,508,592,610,616,666,696,747,780,864,912,948,1010,60,60
38: 53,99,112,183,185,193,200,238,294,335,368,381,396,404,407,441,457,528,532,536,542,550,573,599,608,618,651,679,724,729,741,746
39: 2,54,76,90,95,124,137,150,210,250,308,339,340,393,421,594,605,622,665,698,769,810,831,907,929,954,1000,2,2,2,2,2
40: 16,56,112,185,193,204,238,243,268,277,288,294,298,344,381,430,457,521,528,532,536,542,550,573,607,618,691,693,729,758,772,827
41: 28,37,63,97,108,149,156,171,174,188,209,278,322,347,372,443,446,478,514,529,551,556,559,609,621,718,743,760,761,787,815,841
42: 43,48,54,115,124,127,211,229,327,410,455,495,507,533,534,547,557,563,571,583,623,665,683,697,711,881,896,937,953,990,43,43
43: 35,64,77,120,134,151,167,175,225,245,246,248,266,270,405,428,458,466,496,497,499,503,541,602,673,701,737,771,783,795,869,872
44: 2,48,54,90,95,124,150,250,339,393,421,594,605,622,665,698,769,810,856,907,929,1000,2,2,2,2,2,2,2,2,2,2
45: 12,25,45,51,62,65,88,199,274,345,384,387,501,526,530,576,586,597,653,699,713,716,751,776,800,816,837,893,902,915,965,984
46: 70,82,91,96,99,105,169,183,195,249,310,368,376,388,396,456,490,500,545,565,567,650,714,724,736,741,752,756,765,821,828,838
