-0.090353,0.009360,-0.216354
0.045003,-0.091502,0.142177
0.004731,-0.102574,-0.380473
0.094762,-0.052641,-0.031542
0.075374,0.054700,-0.494257
0.080371,-0.121865,-0.123955
0.222561,-0.052257,-0.256578
0.059483,-0.058495,-0.868325
-0.038275,-0.028067,-0.055509
0.021716,0.087953,-0.155126
0.120155,-0.023387,-0.104998
-0.090353,-0.030043,-0.608419
0.146375,0.062140,0.686506
0.039837,0.083572,0.435416
0.004475,-0.102633,0.236108
-0.011540,0.089999,0.086271
0.357095,-0.005329,0.006946
-0.007186,0.236296,0.755234
0.180402,-0.033247,-0.001866
-0.051794,0.048118,0.670393
-0.185291,-0.102659,-0.210745
0.011147,0.125909,0.683139
-0.201129,-0.057799,-0.113448
-0.218653,-0.054585,-0.273942
-0.090353,-0.002275,-0.185910
0.092171,-0.031044,-0.324591
-0.087050,-0.024166,-0.750728
-0.022666,0.086853,-0.344358
-0.052873,0.072361,-0.433982
-0.072908,-0.065211,-0.656780
0.245877,-0.070135,-0.117061
-0.015787,-0.080195,0.450131
-0.090353,-0.011637,-0.461098
0.162336,-0.023465,-0.061570
-0.232683,-0.092201,-0.195894
-0.259583,-0.064562,-0.170721
-0.051675,-0.056142,-0.890486
-0.035410,0.025277,-0.912053
-0.418782,-0.021211,0.050431
-0.026825,0.082639,0.541546
-0.018547,-0.096386,-0.772446
0.092411,-0.009396,0.119195
-0.090353,-0.007213,0.186621
-0.005366,0.091557,-0.135956
-0.168961,-0.032802,-0.006295
0.002119,-0.103171,0.017036
0.774207,0.054738,0.213872
-0.262884,-0.063888,-0.224989
-0.090353,-0.003005,-0.033795
0.092411,0.015173,0.067603
0.043487,-0.092711,0.198967
-0.344089,-0.035537,-0.020338
-0.015123,-0.098332,-0.721576
-0.175274,-0.054934,-0.041076
0.354866,-0.004332,-0.054601
-0.484745,-0.001632,0.118680
0.456629,-0.002743,-0.020198
-0.084362,-0.040239,0.204223
0.009657,0.096066,0.724689
0.005365,0.277659,0.708094
0.009350,0.230136,0.713234
-0.056770,0.069254,-0.322808
0.088994,-0.079293,-0.169958
-0.006481,0.277178,0.741494
-0.164202,-0.062787,-0.114298
-0.002448,0.092292,0.003489
0.092411,-0.019310,-0.493196
0.351523,-0.029432,0.031244
-0.054710,-0.082120,-0.624470
0.092411,-0.004176,-0.177953
0.584823,0.016605,0.083736
-0.237415,-0.076445,-0.168400
0.076896,-0.034338,0.489216
0.090215,-0.008015,-0.709833
-0.096094,-0.069132,-0.070302
-0.003982,0.088153,0.413866
-0.035941,0.084017,0.423665
-0.070638,-0.068486,0.045249
0.494533,-0.021794,0.092336
0.011187,0.092864,0.567219
0.054792,-0.083696,-0.495370
0.109515,0.041679,0.739923
-0.283073,-0.012156,-0.119089
-0.090353,-0.019186,-0.281789
-0.335818,-0.030779,0.029372
-0.587443,0.018244,0.104753
0.005525,0.091749,-0.319708
-0.032402,0.081484,0.570427
0.543343,-0.006303,0.089184
0.214559,-0.123368,-0.145880
0.023945,-0.098190,0.307495
0.217027,-0.055038,-0.134494
0.062733,0.066138,-0.573161
0.428011,-0.017519,-0.039524
0.047693,0.078134,-0.198406
-0.130767,-0.110178,-0.121854
0.114654,-0.066814,-0.074473
-0.051510,-0.022565,0.625193
-0.000193,0.370369,0.758378
0.580738,0.013818,0.139385
0.251389,-0.066231,-0.270923
0.125715,-0.063412,-0.047690
0.389266,-0.002875,0.028703
0.089659,0.024282,0.371321
-0.275128,-0.042864,-0.032568
-0.052700,0.072499,-0.032618
0.078970,-0.058457,-0.577055
0.355872,-0.010711,0.044082
0.067079,-0.072549,0.227222
-0.026850,-0.097057,-0.531737
0.021708,-0.026785,-0.979989
-0.083114,-0.045579,-0.374307
-0.065725,-0.044147,-0.863215
-0.001760,0.089096,-0.717425
-0.158824,0.063249,0.704949
0.069020,-0.071814,0.013409
0.092411,-0.028609,-0.428545
0.481624,-0.014787,0.001361
0.043442,-0.092748,-0.258692
-0.066195,-0.025773,-0.092220
-0.289459,-0.038836,-0.007485
0.019928,-0.051393,0.588319
-0.009316,-0.025221,0.686939
-0.563644,0.005426,0.151072
0.067507,-0.023436,-0.129606
-0.003342,0.129853,0.558446
0.055824,0.071649,-0.245101
-0.077955,-0.053906,0.253872
0.066992,-0.092630,-0.104814
-0.188553,-0.042549,0.044757
0.084894,-0.046156,-0.289286
0.008681,-0.095574,0.361599
-0.050622,-0.022092,-0.157754
-0.180419,-0.016605,-0.114035
0.627319,0.020195,0.101664
-0.044799,0.078800,0.150266
-0.082381,0.035876,-0.485299
0.092411,0.011672,-0.203621
-0.009129,0.102266,0.702981
-0.066201,0.061731,-0.161603
-0.048194,0.075953,0.358536
0.025649,0.086962,-0.186178
0.050444,-0.084614,-0.735650
0.011187,0.079112,0.623331
-0.071099,-0.024186,-0.201730
-0.618365,0.017150,0.161824
-0.188007,-0.072411,-0.175058
-0.153033,-0.053851,-0.017274
0.091748,-0.016742,0.350907
-0.008906,-0.055161,0.581035
0.000222,0.410960,0.860561
0.020206,0.087820,-0.542330
-0.029648,0.025368,0.769238
-0.025647,0.086562,0.393615
0.080991,0.043037,-0.121901
-0.107981,-0.150655,-0.096020
-0.024561,0.086717,0.174838
-0.004643,-0.102126,-0.170238
-0.033646,0.084426,-0.003477
0.770713,0.150897,0.255017
-0.038320,-0.024993,-0.218655
-0.006251,0.123204,0.591527
0.066387,-0.040870,0.520964
-0.359190,-0.003459,-0.046382
0.088186,-0.037327,0.094122
0.236585,-0.032228,0.017385
0.008561,0.275930,0.778451
-0.029800,0.074212,-0.800124
0.085131,-0.042197,0.303438
-0.087012,-0.033561,0.299277
-0.231727,-0.050850,-0.169514
0.083260,-0.027258,0.455723
-0.070249,0.054931,0.507201
-0.256121,-0.123840,-0.187305
-0.232011,-0.049910,-0.210907
-0.391607,-0.001740,-0.045366
-0.465199,-0.017466,0.047977
0.023389,0.066675,0.758397
-0.664287,0.012184,0.159778
0.008103,-0.101804,-0.492779
-0.270116,-0.075834,-0.259918
-0.042825,-0.091598,0.026976
-0.041203,-0.092892,-0.358431
-0.043028,-0.090316,-0.678284
-0.257753,-0.107352,-0.152972
0.080681,0.031202,0.687779
0.131449,-0.148738,-0.117965
-0.227265,-0.135487,-0.224290
-0.005999,-0.022964,-0.137171
0.035416,-0.035857,0.629513
0.009611,-0.101461,0.070695
0.271835,-0.088186,-0.171905
-0.531307,-0.004013,0.120460
-0.086965,0.003963,-0.753860
-0.253818,-0.011747,-0.073219
0.051538,-0.097531,-0.130167
-0.070398,-0.081336,-0.014454
-0.089197,0.002995,-0.671408
-0.077969,-0.007540,0.555700
-0.005299,0.099760,0.747351
0.281277,0.063622,0.771803
0.005681,0.205717,0.639468
0.030976,-0.096585,-0.350728
-0.081866,-0.003739,-0.800539
-0.274913,-0.046635,-0.078552
0.041099,0.083067,0.207746
0.008599,0.091260,0.054399
0.579246,-0.000664,0.063112
0.055472,-0.083153,0.054078
-0.007603,0.212129,0.739398
0.004198,0.092217,-0.259182
-0.005118,0.060257,0.811539
-0.005590,0.095792,0.466234
0.139582,-0.058287,-0.020935
-0.008033,0.088993,-0.669576
-0.009129,0.097266,0.528483
-0.132499,-0.066846,-0.184970
0.089886,0.011911,0.434971
-0.172546,-0.022178,-0.069906
-0.186117,-0.104905,-0.242921
0.068534,-0.052777,0.444645
0.039141,-0.026934,-0.073651
-0.116177,-0.067822,-0.221084
0.071255,-0.026076,-0.087374
-0.017635,-0.084325,-0.877196
0.068515,0.020162,-0.869148
-0.546757,0.011877,0.044550
0.195289,-0.054939,-0.009465
0.073739,0.051217,-0.738921
0.052090,0.074627,-0.291529
0.117451,-0.021565,-0.162298
-0.063719,0.063711,-0.089119
-0.309220,-0.041198,-0.076187
-0.058082,-0.079430,-0.342546
0.062662,-0.093722,-0.202581
-0.220140,-0.130819,-0.273054
0.197037,0.058725,0.690763
-0.210854,-0.084063,-0.182915
0.013723,0.089609,-0.352638
0.075600,0.047049,0.513667
-0.371851,-0.032418,-0.019848
-0.000141,0.418201,0.814772
0.092411,0.019094,-0.429048
-0.041094,0.081755,-0.090671
-0.092703,-0.064017,-0.020313
-0.010878,0.089759,-0.374085
0.067283,0.003486,0.639493
0.074318,0.053310,-0.686119
0.245556,-0.047635,-0.050875
0.033154,0.081812,-0.738638
-0.121911,-0.067496,-0.108670
-0.031854,-0.095915,-0.388870
