0: 33,51,59,68,70,85,210,292,325,356,380,432,447,449,456,600,651,702,737,765,776,793,799,834,882,1015,33,33,33,33,33,33
1: 148,163,200,216,276,303,376,391,476,482,483,551,590,631,672,678,757,770,781,792,811,848,866,927,980,1010,148,148,148,148,148,148
2: 11,34,72,128,173,231,280,409,430,445,457,478,540,560,575,707,815,972,984,11,11,11,11,11,11,11,11,11,11,11,11,11
3: 51,52,59,68,70,85,292,325,356,380,381,422,432,447,449,456,600,607,608,737,765,776,799,834,882,888,51,51,51,51,51,51
4: 16,83,156,160,205,252,282,336,350,394,398,399,479,510,593,616,674,690,722,746,778,822,850,896,901,956,993,16,16,16,16,16
5: 50,75,125,182,202,224,279,291,326,434,501,547,612,618,632,652,865,883,889,918,948,949,1019,50,50,50,50,50,50,50,50,50
6: 103,178,186,266,281,294,304,311,354,396,436,444,621,697,763,858,986,1004,1006,103,103,103,103,103,103,103,103,103,103,103,103,103
7: 15,55,112,114,237,261,286,333,349,369,448,531,584,594,634,642,653,705,708,724,761,829,879,982,1020,15,15,15,15,15,15,15
8: 17,24,37,76,90,98,142,149,199,208,408,440,485,512,529,656,687,806,871,926,981,988,17,17,17,17,17,17,17,17,17,17
9: 5,10,41,58,167,217,268,308,313,340,375,495,553,609,684,846,892,915,958,989,1011,5,5,5,5,5,5,5,5,5,5,5
10: 262,277,338,374,392,401,414,454,566,715,742,745,756,777,786,809,862,911,987,997,1007,262,262,262,262,262,262,262,262,262,262,262
11: 4,122,150,189,253,344,446,459,491,587,635,643,665,679,711,768,821,827,868,940,941,4,4,4,4,4,4,4,4,4,4,4
12: 44,56,108,124,129,145,227,233,293,300,364,385,574,747,762,936,973,1003,1013,44,44,44,44,44,44,44,44,44,44,44,44,44
13: 155,270,294,296,323,402,458,470,477,550,585,621,671,695,706,820,823,845,155,155,155,155,155,155,155,155,155,155,155,155,155,155
14: 32,36,106,109,188,222,225,285,295,314,481,508,535,554,555,599,605,743,805,851,899,32,32,32,32,32,32,32,32,32,32,32
15: 60,148,258,298,391,425,426,476,483,489,499,524,551,595,631,782,787,855,877,943,1002,60,60,60,60,60,60,60,60,60,60,60
16: 88,166,169,202,229,235,291,332,384,500,501,547,569,618,632,696,736,865,883,948,1012,1019,88,88,88,88,88,88,88,88,88,88
17: 103,107,121,139,154,178,186,203,212,260,304,311,328,354,357,396,444,453,697,758,763,103,103,103,103,103,103,103,103,103,103,103
18: 102,151,165,170,228,246,404,417,484,509,552,647,670,673,680,688,693,813,1014,1018,102,102,102,102,102,102,102,102,102,102,102,102
19: 9,32,125,236,268,279,371,508,526,535,554,555,599,684,949,954,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
20: 29,46,71,73,115,159,234,250,263,302,315,362,377,403,423,439,517,568,570,579,597,606,639,659,686,704,727,785,797,801,832,837
21: 155,270,287,296,305,322,323,382,402,458,477,598,617,671,695,706,795,820,823,845,914,155,155,155,155,155,155,155,155,155,155,155
22: 107,121,124,132,154,203,227,233,293,385,515,633,735,747,758,762,973,1003,1009,107,107,107,107,107,107,107,107,107,107,107,107,107
23: 48,102,133,151,165,170,201,206,246,438,484,488,543,545,548,552,602,628,670,673,688,813,826,843,903,929,1014,48,48,48,48,48
24: 84,87,119,172,211,419,426,499,578,617,636,667,787,807,828,831,877,969,84,84,84,84,84,84,84,84,84,84,84,84,84,84
25: 5,10,41,162,197,318,471,511,553,562,609,689,739,825,859,895,916,958,960,989,1011,5,5,5,5,5,5,5,5,5,5,5
26: 11,34,72,128,173,231,280,409,430,445,457,478,540,560,575,707,815,972,984,11,11,11,11,11,11,11,11,11,11,11,11,11
27: 31,49,135,163,192,216,267,272,320,431,559,672,740,744,770,789,794,811,824,927,980,1017,31,31,31,31,31,31,31,31,31,31
28: 26,127,176,204,306,393,405,497,533,576,637,710,714,764,804,808,870,906,923,952,26,26,26,26,26,26,26,26,26,26,26,26
29: 69,91,95,111,245,337,455,464,492,559,731,767,775,824,841,860,884,922,975,69,69,69,69,69,69,69,69,69,69,69,69,69
30: 0,8,39,43,93,180,223,301,312,407,475,729,784,852,876,881,893,907,909,935,959,968,0,0,0,0,0,0,0,0,0,0
31: 60,119,258,419,425,426,499,524,595,636,787,807,855,877,969,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
32: 36,106,109,188,224,371,508,526,535,554,555,565,612,718,851,889,910,949,954,1023,36,36,36,36,36,36,36,36,36,36,36,36
33: 0,8,79,93,161,180,223,301,351,407,410,413,583,725,783,784,852,881,907,935,978,0,0,0,0,0,0,0,0,0,0,0
34: 86,196,312,373,452,486,496,498,539,620,666,752,802,817,849,887,893,908,930,967,985,1000,86,86,86,86,86,86,86,86,86,86
35: 16,83,156,160,209,243,282,350,359,394,398,399,479,510,534,560,593,616,625,674,722,738,746,778,822,850,896,901,956,993,16,16
36: 10,41,162,232,271,303,471,482,511,562,590,604,625,664,746,781,792,825,866,875,10,10,10,10,10,10,10,10,10,10,10,10
37: 60,148,258,298,391,425,426,476,483,489,499,524,551,595,631,782,787,855,877,943,1002,60,60,60,60,60,60,60,60,60,60,60
38: 36,106,109,188,224,371,508,526,535,554,555,565,612,718,851,889,910,949,954,1023,36,36,36,36,36,36,36,36,36,36,36,36
39: 9,20,40,58,130,169,217,229,236,268,279,308,313,340,375,472,495,500,546,553,638,684,730,846,9,9,9,9,9,9,9,9
40: 9,40,58,125,130,169,217,229,236,268,279,313,371,375,472,500,546,547,684,949,9,9,9,9,9,9,9,9,9,9,9,9
41: 38,67,159,179,226,250,362,403,439,480,571,591,663,717,750,760,836,837,840,853,863,904,934,945,38,38,38,38,38,38,38,38
