-0.599060,-0.053273,1.192452,0.387842,1.659763,0.167557,-0.373758,1.521862,0.119818,0.162748,1.040867,0.417795,-0.096734,1.768357,1.132576,1.034853,-0.643964,1.065854,-0.565324,0.823469,1.425574,1.975585,-0.607598,1.052125,-1.261914,1.908551,0.919377,-0.341750,-0.584609,0.688628,0.533728,0.496955,-1.287383,1.449556,0.341518,-0.759533,-0.370468,1.136160,1.595478,0.871797,0.696958,-0.619291,0.394829,-0.121382,-0.721326,-0.572672,0.463793,-0.126575,0.716979,-0.315852,-0.428450,-0.592006,1.376366,1.102801,-0.996971,-0.941789,-0.118815,0.585398,1.623927,0.503270,-0.737524,-0.568244,-0.992006,-0.980132
0.619845,-0.363406,1.954458,1.011875,0.634487,-1.174806,0.423671,2.437783,0.493760,-0.125338,-0.063206,0.615216,-1.256304,2.406852,1.669742,0.227955,0.195473,2.876379,0.746168,1.761784,2.402258,1.084769,0.117607,-1.089969,-0.865807,2.351581,2.241383,-1.838741,-0.477333,1.813359,1.993680,-1.293901,-0.579131,0.117477,1.684761,-0.510151,0.634047,0.278674,2.149115,2.635121,2.473111,-0.294751,1.714862,-1.143892,-1.754474,-0.712043,-1.734934,-2.093695,0.289193,-1.553198,-1.410515,0.925907,2.348760,-0.673276,-1.320665,-2.515945,1.689427,-1.143614,1.892574,0.476975,-2.183279,-1.848236,-1.930938,-1.743690
1.298324,-1.196651,0.312511,2.216814,-0.189652,0.579707,1.158890,0.999717,1.855808,-1.513570,0.744188,1.869825,-1.379938,0.687224,1.474169,0.683971,0.282406,1.873068,0.518618,1.768085,0.694096,-0.462338,0.762822,-0.488757,0.412285,0.216519,2.059712,-0.417675,-0.511808,-0.149521,0.882690,-1.189583,0.763542,-0.542020,-0.006504,0.344541,2.192631,-0.055156,0.094749,0.350776,0.685657,0.398546,-0.104885,-1.553357,-0.655388,0.278376,-0.133280,-0.114209,0.759147,-0.129330,-0.753474,0.877645,1.451206,-0.332176,0.228657,-0.440252,0.947889,0.099957,0.378598,2.057328,-0.256355,0.305619,-0.361652,-0.613646
0.633232,0.868356,0.247714,0.401809,0.252578,-0.205095,1.253567,0.062392,-0.154704,0.510101,-0.279108,0.521404,0.834234,-0.201908,-0.280693,-0.446132,0.879118,0.487405,0.718128,-0.340553,-0.240670,0.397920,0.841526,-0.056457,0.380532,-0.004269,0.015522,0.901217,0.811938,0.890058,0.793646,0.802882,0.841364,-0.177911,0.700796,0.880512,0.813738,-0.362259,0.277286,0.626572,0.828812,1.182772,0.710717,0.488255,0.753177,1.204801,-0.056615,0.024087,1.221176,0.577337,0.818467,0.565587,-0.179328,-0.229361,0.721341,0.387845,0.845204,-0.265771,0.142766,0.112601,0.148575,0.012110,0.741030,0.593165
1.131175,0.242219,1.280091,0.639913,0.006025,-1.297919,1.389085,1.443187,0.282481,0.250319,-0.765239,0.771967,-0.340668,1.125719,0.621893,-0.574772,1.059714,2.075462,1.393293,0.917391,1.117469,0.435433,0.967629,-1.154122,0.123810,1.130597,1.303085,-0.826291,0.416318,1.622637,1.957868,-0.528883,0.538451,-0.594499,1.794098,0.707458,1.031715,-0.479081,1.129166,2.164164,2.122353,0.349314,1.743567,-0.612471,-0.498651,0.251416,-1.632641,-1.539089,0.477451,-0.721876,-0.248928,1.417771,1.221118,-1.159390,-0.104180,-1.401582,1.855206,-1.323869,0.682143,0.097846,-1.290121,-1.195368,-0.697261,-0.535375
-1.323743,0.869485,1.305006,0.000566,2.104526,1.040947,-0.739626,-0.551332,-0.403710,1.530668,0.807238,-0.343273,1.245426,0.523612,-0.487771,0.556017,-0.940245,-0.007120,-1.286475,-0.756567,0.304688,1.718324,-1.011224,2.052334,-0.986032,0.765464,-0.690379,1.325806,0.140743,0.482422,-0.563163,1.834663,-0.872482,1.803558,-0.527912,-0.730491,-0.606549,1.598438,0.756536,-0.113542,-0.322301,0.404195,-0.549765,1.899392,0.872027,-0.332921,1.492123,1.078985,0.620045,1.085500,0.785613,-1.656960,0.053629,1.729161,-0.686554,0.515109,-1.033343,1.424478,1.413791,-0.847895,0.734548,0.622906,0.681511,0.364011
0.183341,1.082440,-0.336703,0.759801,0.093796,1.635462,0.476460,-1.806134,0.301909,0.750337,0.161787,0.923059,1.716467,-1.702390,-1.265005,-0.020896,0.539849,-0.732802,-0.195666,-1.321638,-1.727651,0.270702,0.837184,1.270783,1.019874,-1.402849,-1.207558,2.367410,1.050073,-0.598041,-0.679606,2.119249,1.313462,0.040047,-0.887902,0.959681,1.008963,0.494168,-1.205904,-1.471523,-1.202306,2.109041,-1.128512,1.722554,2.167215,1.370242,1.969626,2.311457,0.837298,2.505627,2.279212,-0.513333,-1.405483,0.829852,1.845108,2.599239,-0.606615,1.517109,-0.602894,0.000728,2.567856,2.286003,2.413052,2.191256
2.363363,0.420253,0.583110,0.877063,-1.374661,-1.193749,2.273982,0.841228,0.905186,-0.063715,-1.023251,1.733062,-0.257282,0.055408,0.332073,-1.027732,1.829829,1.903423,2.188708,0.695488,0.076672,-0.752219,1.901512,-1.830495,1.352003,-0.218304,1.048301,-0.012555,1.145268,1.212121,2.297792,-0.734226,1.703137,-1.712201,1.740689,1.763983,1.371645,-1.223656,0.183913,1.820299,1.875445,1.580117,1.512286,-0.642288,0.191082,1.766545,-1.555497,-1.218106,1.346774,0.103928,0.356270,2.223313,0.675588,-1.878903,1.278775,-0.237882,2.393351,-1.452008,-0.610081,0.906882,-0.439832,-0.339002,0.042224,0.424978
-0.334127,-0.646588,-0.031517,1.370775,0.700226,2.288435,-0.666658,-0.464915,1.556134,-0.583359,1.735218,1.278523,0.013789,-0.001482,0.461123,1.530831,-0.657951,-0.275719,-1.249305,0.398960,-0.388444,0.806206,-0.021917,1.745386,-0.054954,0.020902,0.193681,0.989539,-0.537712,-1.587428,-1.062149,0.850206,-0.290296,0.930870,-1.682805,-0.498112,0.574937,1.649876,-0.664759,-1.540155,-1.741962,0.439791,-1.823765,0.368843,0.423181,-0.013238,2.391503,2.206341,0.405602,1.354563,0.612790,-1.216224,0.419191,1.737458,0.458390,1.388040,-1.435501,2.183187,0.236336,1.428433,1.792668,2.153873,0.746337,0.529429
-0.309494,0.977317,1.143100,0.201525,1.140080,0.505689,0.150565,-0.464110,-0.275586,1.404727,0.169415,0.281375,1.259575,0.125151,-0.618440,-0.065309,-0.105795,0.284371,-0.208977,-0.636109,-0.033351,0.903437,-0.181160,1.103935,-0.178155,0.187655,-0.481053,1.148358,0.666045,0.737227,0.205131,1.595669,0.038124,0.834206,0.076899,0.154508,0.002081,0.811998,0.419202,0.188330,0.213702,0.827019,-0.003263,1.443463,0.965118,0.403649,0.865735,0.691882,0.625931,1.130652,0.938114,-0.617976,-0.169305,0.824380,0.030176,0.629190,-0.106882,0.707140,0.701103,-0.586091,0.782640,0.586141,0.846892,0.799974
